input_array,exec_best,exec_worst,exec_avg
10,2.384185791015625e-06,1.9073486328125e-06,1.6689300537109375e-06
260,1.6689300537109375e-06,1.9311904907226562e-05,9.5367431640625e-06
510,1.1920928955078125e-06,4.00543212890625e-05,3.0994415283203125e-06
760,1.430511474609375e-06,6.031990051269531e-05,5.245208740234375e-05
1010,1.430511474609375e-06,8.20159912109375e-05,5.745887756347656e-05
1260,2.1457672119140625e-06,0.00010204315185546875,5.054473876953125e-05
1510,1.6689300537109375e-06,0.0001227855682373047,3.0279159545898438e-05
1760,1.6689300537109375e-06,0.0001430511474609375,2.1696090698242188e-05
2010,1.9073486328125e-06,0.00016379356384277344,1.4781951904296875e-05
2260,1.9073486328125e-06,0.0001838207244873047,0.00018477439880371094
2510,1.430511474609375e-06,0.00020503997802734375,8.177757263183594e-05
2760,1.9073486328125e-06,0.00022649765014648438,0.0002465248107910156
3010,1.6689300537109375e-06,0.0002465248107910156,0.00015044212341308594
3260,1.430511474609375e-06,0.0002655982971191406,5.888938903808594e-05
3510,1.6689300537109375e-06,0.00028777122497558594,0.00011730194091796875
3760,1.6689300537109375e-06,0.0003077983856201172,1.9311904907226562e-05
4010,1.6689300537109375e-06,0.0003294944763183594,0.00012373924255371094
4260,1.430511474609375e-06,0.00034928321838378906,0.00032711029052734375
4510,1.9073486328125e-06,0.000370025634765625,0.0001957416534423828
4760,1.6689300537109375e-06,0.0003867149353027344,0.00043845176696777344
5010,1.9073486328125e-06,0.0004112720489501953,0.0004181861877441406
5260,1.430511474609375e-06,0.0004379749298095703,0.000278472900390625
5510,6.198883056640625e-06,0.0010497570037841797,0.00017952919006347656
5760,5.0067901611328125e-06,0.0004718303680419922,0.0002613067626953125
6010,2.1457672119140625e-06,0.0005006790161132812,0.0003757476806640625
6260,2.1457672119140625e-06,0.0005166530609130859,9.72747802734375e-05
6510,1.9073486328125e-06,0.0005352497100830078,0.00020885467529296875
6760,1.6689300537109375e-06,0.0005612373352050781,0.0002961158752441406
7010,1.6689300537109375e-06,0.0005776882171630859,0.00016164779663085938
7260,1.430511474609375e-06,0.0005931854248046875,9.465217590332031e-05
7510,1.9073486328125e-06,0.0006186962127685547,0.00010633468627929688
7760,1.430511474609375e-06,0.00063323974609375,0.0003647804260253906
8010,1.9073486328125e-06,0.0006587505340576172,0.0005323886871337891
8260,1.430511474609375e-06,0.0006806850433349609,3.886222839355469e-05
8510,1.6689300537109375e-06,0.0007097721099853516,0.00047326087951660156
8760,1.9073486328125e-06,0.0007121562957763672,0.0004322528839111328
9010,2.1457672119140625e-06,0.0007376670837402344,0.0003058910369873047
9260,3.5762786865234375e-06,0.0007638931274414062,0.00040650367736816406
9510,1.6689300537109375e-06,0.0007779598236083984,0.0006814002990722656
9760,1.9073486328125e-06,0.000804901123046875,0.0004899501800537109
10010,1.9073486328125e-06,0.0008256435394287109,4.7206878662109375e-05
10260,2.384185791015625e-06,0.0008389949798583984,0.0006110668182373047
10510,2.86102294921875e-06,0.0008628368377685547,0.00019598007202148438
10760,2.1457672119140625e-06,0.0008962154388427734,0.00019979476928710938
11010,1.9073486328125e-06,0.0009012222290039062,0.00036597251892089844
11260,1.430511474609375e-06,0.0009293556213378906,0.0006902217864990234
11510,1.9073486328125e-06,0.0009484291076660156,0.0009431838989257812
11760,1.9073486328125e-06,0.0009572505950927734,0.0003783702850341797
12010,1.430511474609375e-06,0.0009908676147460938,0.000209808349609375
12260,1.6689300537109375e-06,0.0010116100311279297,0.000362396240234375
12510,1.6689300537109375e-06,0.0010294914245605469,0.00112152099609375
12760,4.0531158447265625e-06,0.0010459423065185547,0.0008406639099121094
13010,1.9073486328125e-06,0.0010728836059570312,0.0004990100860595703
13260,3.337860107421875e-06,0.0010859966278076172,0.00045299530029296875
13510,1.6689300537109375e-06,0.0011184215545654297,0.0011107921600341797
13760,1.430511474609375e-06,0.001140594482421875,0.001245737075805664
14010,1.9073486328125e-06,0.0011587142944335938,0.0010581016540527344
14260,3.814697265625e-06,0.0012240409851074219,0.0007507801055908203
14510,4.5299530029296875e-06,0.0012104511260986328,0.0011725425720214844
14760,3.814697265625e-06,0.0012290477752685547,0.00038814544677734375
15010,3.0994415283203125e-06,0.0012636184692382812,0.0005269050598144531
15260,6.4373016357421875e-06,0.0012722015380859375,0.0003097057342529297
15510,2.1457672119140625e-06,0.0012769699096679688,0.0009403228759765625
15760,2.1457672119140625e-06,0.0013000965118408203,0.0010938644409179688
16010,1.6689300537109375e-06,0.0013282299041748047,0.0004184246063232422
16260,2.6226043701171875e-06,0.0013315677642822266,0.0013735294342041016
16510,1.9073486328125e-06,0.0013456344604492188,0.0005629062652587891
16760,1.430511474609375e-06,0.0013844966888427734,0.0004942417144775391
17010,1.6689300537109375e-06,0.0014011859893798828,0.0005526542663574219
17260,1.430511474609375e-06,0.0014240741729736328,0.0007503032684326172
17510,1.9073486328125e-06,0.001453399658203125,4.291534423828125e-05
17760,2.1457672119140625e-06,0.0014622211456298828,0.0011076927185058594
18010,2.1457672119140625e-06,0.0014781951904296875,0.0013718605041503906
18260,2.1457672119140625e-06,0.0015077590942382812,0.00090789794921875
18510,1.9073486328125e-06,0.0015308856964111328,0.0010838508605957031
18760,2.384185791015625e-06,0.0015544891357421875,0.001190185546875
19010,2.1457672119140625e-06,0.0015697479248046875,0.0010609626770019531
19260,4.291534423828125e-06,0.0015773773193359375,0.001272439956665039
19510,1.9073486328125e-06,0.0016095638275146484,0.00024271011352539062
19760,6.4373016357421875e-06,0.0016298294067382812,0.0017821788787841797
20010,2.86102294921875e-06,0.0016605854034423828,4.100799560546875e-05
20260,3.814697265625e-06,0.0016741752624511719,0.00030803680419921875
20510,3.814697265625e-06,0.0016739368438720703,0.0003504753112792969
20760,2.384185791015625e-06,0.0017194747924804688,0.0012836456298828125
21010,2.1457672119140625e-06,0.001725912094116211,0.0005304813385009766
21260,1.9073486328125e-06,0.0017483234405517578,4.363059997558594e-05
21510,2.384185791015625e-06,0.0017824172973632812,0.0016651153564453125
21760,2.384185791015625e-06,0.0018017292022705078,0.0007421970367431641
22010,2.1457672119140625e-06,0.0019164085388183594,0.0017104148864746094
22260,2.384185791015625e-06,0.0019311904907226562,0.001020193099975586
22510,2.6226043701171875e-06,0.0019943714141845703,0.0008566379547119141
22760,2.1457672119140625e-06,0.0020062923431396484,0.00022172927856445312
23010,2.1457672119140625e-06,0.0020165443420410156,0.0005924701690673828
23260,2.1457672119140625e-06,0.0020110607147216797,0.0010700225830078125
23510,2.384185791015625e-06,0.0020563602447509766,0.00030922889709472656
23760,2.1457672119140625e-06,0.002050161361694336,0.0003581047058105469
24010,1.6689300537109375e-06,0.002101421356201172,0.0018780231475830078
24260,2.1457672119140625e-06,0.0021109580993652344,0.001188516616821289
24510,1.9073486328125e-06,0.0021104812622070312,0.0004532337188720703
24760,7.152557373046875e-06,0.002298116683959961,0.0015561580657958984
25010,2.384185791015625e-06,0.0021538734436035156,0.0022535324096679688
25260,4.0531158447265625e-06,0.002354860305786133,8.821487426757812e-06
25510,2.86102294921875e-06,0.002262115478515625,0.0020253658294677734
25760,2.384185791015625e-06,0.0022459030151367188,0.0013434886932373047
26010,2.86102294921875e-06,0.0022552013397216797,0.0025267601013183594
26260,2.1457672119140625e-06,0.0022852420806884766,0.0018434524536132812
26510,2.1457672119140625e-06,0.0022890567779541016,0.0002079010009765625
26760,3.0994415283203125e-06,0.0023238658905029297,0.0008149147033691406
27010,2.384185791015625e-06,0.002487659454345703,0.0001842975616455078
27260,2.384185791015625e-06,0.0023474693298339844,0.0025794506072998047
27510,2.1457672119140625e-06,0.0023970603942871094,0.0014111995697021484
27760,2.384185791015625e-06,0.0023899078369140625,0.002189159393310547
28010,2.6226043701171875e-06,0.0024352073669433594,0.0018665790557861328
28260,2.384185791015625e-06,0.0024411678314208984,0.0025572776794433594
28510,2.384185791015625e-06,0.002454519271850586,0.0020804405212402344
28760,2.384185791015625e-06,0.0024700164794921875,0.0031425952911376953
29010,3.337860107421875e-06,0.002525806427001953,0.0013113021850585938
29260,2.86102294921875e-06,0.0025670528411865234,0.001728057861328125
29510,2.1457672119140625e-06,0.002543210983276367,0.0023508071899414062
29760,2.384185791015625e-06,0.0025947093963623047,0.0018143653869628906
30010,5.4836273193359375e-06,0.002658367156982422,0.0022704601287841797
30260,3.5762786865234375e-06,0.002843141555786133,0.0005850791931152344
30510,3.337860107421875e-06,0.002660036087036133,0.00044608116149902344
30760,2.86102294921875e-06,0.002720355987548828,0.0027620792388916016
31010,6.9141387939453125e-06,0.002745389938354492,0.0014188289642333984
31260,8.58306884765625e-06,0.0029325485229492188,0.0013804435729980469
31510,5.245208740234375e-06,0.002928495407104492,0.0014445781707763672
31760,4.0531158447265625e-06,0.0027740001678466797,0.002733469009399414
32010,3.337860107421875e-06,0.00283050537109375,0.0022766590118408203
32260,3.814697265625e-06,0.002828359603881836,0.0013167858123779297
32510,2.384185791015625e-06,0.0028443336486816406,0.0030019283294677734
32760,6.4373016357421875e-06,0.0029990673065185547,0.0018172264099121094
33010,3.337860107421875e-06,0.0028810501098632812,0.003286600112915039
33260,3.0994415283203125e-06,0.0028977394104003906,0.002995729446411133
33510,4.0531158447265625e-06,0.0029659271240234375,0.003084897994995117
33760,2.384185791015625e-06,0.002925395965576172,0.0022819042205810547
34010,2.1457672119140625e-06,0.00296783447265625,0.0021233558654785156
34260,5.4836273193359375e-06,0.003072023391723633,0.0007138252258300781
34510,2.86102294921875e-06,0.003030061721801758,0.0021631717681884766
34760,2.384185791015625e-06,0.0030181407928466797,0.0017657279968261719
35010,3.0994415283203125e-06,0.0030488967895507812,0.002468109130859375
35260,3.337860107421875e-06,0.0030846595764160156,0.0004565715789794922
35510,2.1457672119140625e-06,0.0031006336212158203,0.0008666515350341797
35760,6.4373016357421875e-06,0.003188610076904297,0.0013742446899414062
36010,4.291534423828125e-06,0.003153562545776367,0.0016069412231445312
36260,4.291534423828125e-06,0.0032563209533691406,0.0016050338745117188
36510,3.5762786865234375e-06,0.0032608509063720703,0.0023696422576904297
36760,2.384185791015625e-06,0.003225088119506836,0.0011665821075439453
37010,2.6226043701171875e-06,0.003231525421142578,0.0034630298614501953
37260,5.0067901611328125e-06,0.003249645233154297,0.003512859344482422
37510,2.6226043701171875e-06,0.003254413604736328,0.0016379356384277344
37760,2.6226043701171875e-06,0.003283262252807617,0.0027277469635009766
38010,2.384185791015625e-06,0.0033063888549804688,0.0003674030303955078
38260,4.0531158447265625e-06,0.00354766845703125,0.0011754035949707031
38510,2.6226043701171875e-06,0.003558635711669922,0.003657817840576172
38760,2.384185791015625e-06,0.003381013870239258,0.0017502307891845703
39010,2.1457672119140625e-06,0.003511190414428711,0.0029497146606445312
39260,4.76837158203125e-06,0.0034537315368652344,0.003015279769897461
39510,3.0994415283203125e-06,0.003493070602416992,0.0026216506958007812
39760,2.86102294921875e-06,0.0034945011138916016,0.0031921863555908203
40010,4.291534423828125e-06,0.004060506820678711,0.003220796585083008
40260,6.4373016357421875e-06,0.0037343502044677734,0.0006144046783447266
40510,7.867813110351562e-06,0.0035996437072753906,0.0019414424896240234
40760,8.58306884765625e-06,0.004385948181152344,0.0011811256408691406
41010,7.867813110351562e-06,0.004249095916748047,0.0039708614349365234
41260,5.0067901611328125e-06,0.004354953765869141,0.0029380321502685547
41510,8.106231689453125e-06,0.004433631896972656,0.003951072692871094
41760,4.5299530029296875e-06,0.0043413639068603516,0.004269838333129883
42010,8.106231689453125e-06,0.005158662796020508,0.0020058155059814453
42260,7.867813110351562e-06,0.005188941955566406,0.006767988204956055
42510,8.106231689453125e-06,0.0055730342864990234,1.6927719116210938e-05
42760,7.3909759521484375e-06,0.005152463912963867,0.005636692047119141
43010,7.867813110351562e-06,0.0042879581451416016,0.003094196319580078
43260,5.0067901611328125e-06,0.003859996795654297,0.0019817352294921875
43510,4.5299530029296875e-06,0.0039217472076416016,0.001355886459350586
43760,8.344650268554688e-06,0.006937503814697266,0.0006985664367675781
44010,4.5299530029296875e-06,0.0042171478271484375,0.0031418800354003906
44260,4.0531158447265625e-06,0.0038983821868896484,0.003771543502807617
44510,5.245208740234375e-06,0.004011631011962891,0.0015904903411865234
44760,7.152557373046875e-06,0.004044532775878906,0.0008308887481689453
45010,3.5762786865234375e-06,0.003970146179199219,0.0011281967163085938
45260,3.5762786865234375e-06,0.003976583480834961,0.0024025440216064453
45510,5.0067901611328125e-06,0.006884574890136719,0.0019214153289794922
45760,8.58306884765625e-06,0.004149913787841797,0.004419088363647461
46010,4.76837158203125e-06,0.0040204524993896484,0.004067897796630859
46260,7.3909759521484375e-06,0.004168987274169922,0.002585887908935547
46510,4.5299530029296875e-06,0.004117250442504883,0.00011873245239257812
46760,5.245208740234375e-06,0.004145145416259766,0.004438877105712891
47010,3.814697265625e-06,0.004294872283935547,0.002269744873046875
47260,3.5762786865234375e-06,0.004151105880737305,0.004193305969238281
47510,5.245208740234375e-06,0.004169940948486328,0.0019481182098388672
47760,6.198883056640625e-06,0.004261016845703125,0.002382993698120117
48010,5.7220458984375e-06,0.0043697357177734375,0.0019392967224121094
48260,3.5762786865234375e-06,0.004294157028198242,0.0019004344940185547
48510,5.7220458984375e-06,0.0043680667877197266,0.0007221698760986328
48760,5.0067901611328125e-06,0.004336357116699219,0.003337383270263672
49010,4.76837158203125e-06,0.0043261051177978516,0.003937959671020508
49260,5.4836273193359375e-06,0.0044286251068115234,0.0030684471130371094
49510,3.5762786865234375e-06,0.004366874694824219,0.0032608509063720703
49760,4.76837158203125e-06,0.004361152648925781,0.00046133995056152344
50010,4.0531158447265625e-06,0.004411458969116211,1.1682510375976562e-05
50260,3.337860107421875e-06,0.004418134689331055,0.00041937828063964844
50510,3.5762786865234375e-06,0.004465341567993164,0.0034928321838378906
50760,6.9141387939453125e-06,0.004622459411621094,0.0009567737579345703
51010,6.67572021484375e-06,0.004548311233520508,0.0001163482666015625
51260,4.76837158203125e-06,0.004584312438964844,0.00368499755859375
51510,6.9141387939453125e-06,0.004609346389770508,0.0014905929565429688
51760,6.198883056640625e-06,0.004677534103393555,0.0046155452728271484
52010,3.814697265625e-06,0.004635334014892578,0.0022881031036376953
52260,6.67572021484375e-06,0.004807472229003906,0.0033156871795654297
52510,3.814697265625e-06,0.004628658294677734,0.0046863555908203125
52760,5.0067901611328125e-06,0.0046710968017578125,0.0024938583374023438
53010,3.5762786865234375e-06,0.004633903503417969,0.0013561248779296875
53260,7.867813110351562e-06,0.004847526550292969,0.005275249481201172
53510,4.0531158447265625e-06,0.0047376155853271484,0.0009608268737792969
53760,3.5762786865234375e-06,0.004781246185302734,0.004750728607177734
54010,4.0531158447265625e-06,0.004782915115356445,0.004244089126586914
54260,5.9604644775390625e-06,0.004873037338256836,0.0014963150024414062
54510,3.814697265625e-06,0.004846811294555664,0.0015170574188232422
54760,7.62939453125e-06,0.005189418792724609,0.0049169063568115234
55010,7.867813110351562e-06,0.006531953811645508,0.001806497573852539
55260,5.0067901611328125e-06,0.006976604461669922,0.005622148513793945
55510,4.5299530029296875e-06,0.00494837760925293,0.004779815673828125
55760,4.0531158447265625e-06,0.004916667938232422,0.00269317626953125
56010,5.4836273193359375e-06,0.0050470829010009766,0.0027136802673339844
56260,5.9604644775390625e-06,0.0050585269927978516,0.0018825531005859375
56510,4.0531158447265625e-06,0.005090236663818359,0.003538846969604492
56760,4.0531158447265625e-06,0.005008220672607422,0.002785921096801758
57010,4.5299530029296875e-06,0.005067348480224609,0.005078792572021484
57260,5.245208740234375e-06,0.005175590515136719,0.0008616447448730469
57510,8.106231689453125e-06,0.0056476593017578125,0.00010895729064941406
57760,7.867813110351562e-06,0.0052187442779541016,0.003195524215698242
58010,5.4836273193359375e-06,0.005192756652832031,0.0005207061767578125
58260,3.814697265625e-06,0.005308628082275391,0.0022840499877929688
58510,5.245208740234375e-06,0.0054721832275390625,6.580352783203125e-05
58760,4.0531158447265625e-06,0.0052471160888671875,0.0015864372253417969
59010,3.814697265625e-06,0.0053098201751708984,0.004709482192993164
59260,3.814697265625e-06,0.005265235900878906,0.0022165775299072266
59510,6.198883056640625e-06,0.0053632259368896484,0.00024056434631347656
59760,5.0067901611328125e-06,0.005328655242919922,0.0005676746368408203
60010,4.5299530029296875e-06,0.005506753921508789,0.0006234645843505859
60260,5.7220458984375e-06,0.005308866500854492,8.96453857421875e-05
60510,6.198883056640625e-06,0.005422830581665039,0.0013239383697509766
60760,6.9141387939453125e-06,0.005677461624145508,0.005533933639526367
61010,7.152557373046875e-06,0.005839109420776367,0.0017056465148925781
61260,7.152557373046875e-06,0.0056226253509521484,0.0011131763458251953
61510,4.76837158203125e-06,0.0056095123291015625,0.0007059574127197266
61760,8.106231689453125e-06,0.005655050277709961,0.0044002532958984375
62010,3.337860107421875e-06,0.0057277679443359375,0.0013358592987060547
62260,4.291534423828125e-06,0.005615234375,0.004529476165771484
62510,7.62939453125e-06,0.0056552886962890625,0.001028299331665039
62760,5.7220458984375e-06,0.005650043487548828,0.004014730453491211
63010,4.291534423828125e-06,0.005792379379272461,0.004599571228027344
63260,7.152557373046875e-06,0.00581812858581543,0.00447392463684082
63510,7.3909759521484375e-06,0.005767107009887695,0.00063323974609375
63760,5.0067901611328125e-06,0.005720376968383789,0.003032684326171875
64010,4.291534423828125e-06,0.005722999572753906,0.0029239654541015625
64260,6.4373016357421875e-06,0.0057680606842041016,0.00010704994201660156
64510,7.62939453125e-06,0.006055116653442383,0.003155946731567383
64760,1.0013580322265625e-05,0.00652313232421875,0.002665281295776367
65010,8.106231689453125e-06,0.006291866302490234,0.003051280975341797
65260,3.0994415283203125e-06,0.005918979644775391,0.0015187263488769531
65510,3.337860107421875e-06,0.005850553512573242,0.0031256675720214844
65760,4.291534423828125e-06,0.006002187728881836,0.0003616809844970703
66010,3.0994415283203125e-06,0.005960941314697266,0.0018758773803710938
66260,7.867813110351562e-06,0.006094694137573242,0.0064542293548583984
66510,5.245208740234375e-06,0.006089448928833008,0.0016818046569824219
66760,7.62939453125e-06,0.006766080856323242,0.003709077835083008
67010,7.3909759521484375e-06,0.00611424446105957,0.0012288093566894531
67260,5.9604644775390625e-06,0.006039142608642578,0.003656625747680664
67510,3.5762786865234375e-06,0.006132364273071289,0.0026035308837890625
67760,8.106231689453125e-06,0.0061299800872802734,0.0007922649383544922
68010,3.814697265625e-06,0.006097316741943359,0.0002429485321044922
68260,3.814697265625e-06,0.006192445755004883,0.003654003143310547
68510,7.152557373046875e-06,0.006249904632568359,0.005751609802246094
68760,6.198883056640625e-06,0.007088422775268555,0.0068242549896240234
69010,7.152557373046875e-06,0.006533384323120117,0.0059278011322021484
69260,3.337860107421875e-06,0.006186485290527344,0.0042002201080322266
69510,4.291534423828125e-06,0.006365776062011719,0.0015575885772705078
69760,4.0531158447265625e-06,0.006304740905761719,0.004789590835571289
70010,6.9141387939453125e-06,0.0066051483154296875,0.0045626163482666016
70260,8.58306884765625e-06,0.006974697113037109,0.0031280517578125
70510,8.58306884765625e-06,0.00668787956237793,0.0051229000091552734
70760,4.0531158447265625e-06,0.0063822269439697266,0.007167339324951172
71010,3.814697265625e-06,0.006700277328491211,0.004650115966796875
71260,8.58306884765625e-06,0.006615638732910156,0.005561351776123047
71510,5.245208740234375e-06,0.006534576416015625,0.006104707717895508
71760,3.0994415283203125e-06,0.006422996520996094,0.007033109664916992
72010,4.291534423828125e-06,0.0065784454345703125,0.005267620086669922
72260,3.5762786865234375e-06,0.006692409515380859,0.003304719924926758
72510,6.4373016357421875e-06,0.006734371185302734,0.0039064884185791016
72760,6.198883056640625e-06,0.006598711013793945,0.0065076351165771484
73010,4.0531158447265625e-06,0.00667262077331543,0.007145881652832031
73260,7.3909759521484375e-06,0.006640434265136719,0.0010225772857666016
73510,6.9141387939453125e-06,0.006735801696777344,0.0039653778076171875
73760,7.152557373046875e-06,0.0067615509033203125,0.002467632293701172
74010,6.9141387939453125e-06,0.0068209171295166016,0.002668619155883789
74260,3.337860107421875e-06,0.006779193878173828,0.006139993667602539
74510,3.337860107421875e-06,0.00955820083618164,0.007004499435424805
74760,7.62939453125e-06,0.006852626800537109,0.005732297897338867
75010,7.62939453125e-06,0.007050752639770508,0.0007457733154296875
75260,4.291534423828125e-06,0.007150888442993164,0.0008308887481689453
75510,3.5762786865234375e-06,0.006900787353515625,0.0035190582275390625
75760,8.821487426757812e-06,0.007047414779663086,0.0005819797515869141
76010,7.62939453125e-06,0.00705265998840332,0.003696441650390625
76260,4.76837158203125e-06,0.006971120834350586,0.006688594818115234
76510,7.62939453125e-06,0.0070726871490478516,0.004210472106933594
76760,3.337860107421875e-06,0.006972312927246094,0.0035543441772460938
77010,3.5762786865234375e-06,0.007024526596069336,0.006891012191772461
77260,8.344650268554688e-06,0.009405851364135742,0.005804538726806641
77510,5.0067901611328125e-06,0.007218837738037109,0.007960081100463867
77760,5.245208740234375e-06,0.007918119430541992,0.0063610076904296875
78010,3.5762786865234375e-06,0.007245063781738281,0.003340005874633789
78260,7.62939453125e-06,0.0072324275970458984,0.001405954360961914
78510,4.5299530029296875e-06,0.00757145881652832,0.005532979965209961
78760,7.152557373046875e-06,0.007451295852661133,0.0018677711486816406
79010,4.291534423828125e-06,0.007254362106323242,0.006802797317504883
79260,4.291534423828125e-06,0.007469654083251953,0.004522562026977539
79510,7.62939453125e-06,0.00750279426574707,0.0061151981353759766
79760,3.814697265625e-06,0.007499217987060547,0.004601955413818359
80010,4.291534423828125e-06,0.007550477981567383,0.00645899772644043
80260,7.152557373046875e-06,0.007397890090942383,0.0042536258697509766
80510,6.9141387939453125e-06,0.007471323013305664,0.007961750030517578
80760,4.291534423828125e-06,0.007531166076660156,0.0042302608489990234
81010,3.5762786865234375e-06,0.007465839385986328,0.005888700485229492
81260,4.76837158203125e-06,0.008582592010498047,0.006459236145019531
81510,3.814697265625e-06,0.007511615753173828,0.0009264945983886719
81760,8.344650268554688e-06,0.007771730422973633,0.006137371063232422
82010,5.0067901611328125e-06,0.007555246353149414,0.0063571929931640625
82260,7.3909759521484375e-06,0.007788896560668945,0.005109071731567383
82510,7.62939453125e-06,0.007834911346435547,0.001775979995727539
82760,4.76837158203125e-06,0.007561922073364258,0.005165576934814453
83010,8.344650268554688e-06,0.007739067077636719,0.007142305374145508
83260,3.337860107421875e-06,0.00766754150390625,0.0049016475677490234
83510,3.5762786865234375e-06,0.007815122604370117,0.0062830448150634766
83760,6.67572021484375e-06,0.0077054500579833984,0.0032362937927246094
84010,3.814697265625e-06,0.007985830307006836,0.006195068359375
84260,3.814697265625e-06,0.007742643356323242,0.0063974857330322266
84510,7.62939453125e-06,0.010249614715576172,0.004906892776489258
84760,7.62939453125e-06,0.007988691329956055,0.00490880012512207
85010,8.106231689453125e-06,0.007919073104858398,0.0026421546936035156
85260,8.344650268554688e-06,0.009111642837524414,0.008439064025878906
85510,5.0067901611328125e-06,0.010381221771240234,0.006139516830444336
85760,7.152557373046875e-06,0.008040189743041992,0.00423884391784668
86010,4.5299530029296875e-06,0.008070230484008789,0.0011057853698730469
86260,3.0994415283203125e-06,0.007977485656738281,0.002038717269897461
86510,7.867813110351562e-06,0.008430004119873047,0.004186391830444336
86760,6.198883056640625e-06,0.012140035629272461,0.012364625930786133
87010,7.62939453125e-06,0.008564472198486328,0.0004382133483886719
87260,4.76837158203125e-06,0.00845479965209961,0.008003950119018555
87510,6.67572021484375e-06,0.009471654891967773,0.008313417434692383
87760,7.3909759521484375e-06,0.008321285247802734,0.00011014938354492188
88010,4.0531158447265625e-06,0.008222818374633789,0.008737564086914062
88260,3.337860107421875e-06,0.008398771286010742,0.005635499954223633
88510,7.62939453125e-06,0.008330106735229492,0.00495457649230957
88760,4.76837158203125e-06,0.01006770133972168,0.0015039443969726562
89010,7.867813110351562e-06,0.008729934692382812,2.5987625122070312e-05
89260,4.0531158447265625e-06,0.008621692657470703,0.004822492599487305
89510,3.337860107421875e-06,0.013360023498535156,0.005300760269165039
89760,8.106231689453125e-06,0.00881648063659668,0.009305000305175781
90010,4.291534423828125e-06,0.008614540100097656,0.00040531158447265625
90260,6.9141387939453125e-06,0.008930683135986328,0.004885673522949219
90510,6.198883056640625e-06,0.00863957405090332,0.004285573959350586
90760,7.3909759521484375e-06,0.00850224494934082,0.0013108253479003906
91010,7.152557373046875e-06,0.00862741470336914,0.008508682250976562
91260,7.62939453125e-06,0.008735179901123047,0.006530046463012695
91510,7.3909759521484375e-06,0.008967876434326172,0.0049686431884765625
91760,7.62939453125e-06,0.008697986602783203,0.006233930587768555
92010,3.814697265625e-06,0.009027719497680664,0.00615239143371582
92260,6.67572021484375e-06,0.008954286575317383,0.005860567092895508
92510,4.291534423828125e-06,0.010297536849975586,0.008026838302612305
92760,7.3909759521484375e-06,0.008937358856201172,0.0023882389068603516
93010,4.291534423828125e-06,0.00919198989868164,0.002270936965942383
93260,8.106231689453125e-06,0.00921320915222168,0.0030755996704101562
93510,4.0531158447265625e-06,0.008891105651855469,0.0028259754180908203
93760,6.198883056640625e-06,0.008820295333862305,0.008750438690185547
94010,6.9141387939453125e-06,0.01238560676574707,0.009808540344238281
94260,3.814697265625e-06,0.008887529373168945,0.005160331726074219
94510,6.198883056640625e-06,0.009119749069213867,0.0070629119873046875
94760,7.152557373046875e-06,0.009018182754516602,0.004025936126708984
95010,3.5762786865234375e-06,0.009089231491088867,0.007532358169555664
95260,5.0067901611328125e-06,0.009242773056030273,0.007431507110595703
95510,4.76837158203125e-06,0.010582208633422852,0.007339000701904297
95760,6.9141387939453125e-06,0.009176492691040039,0.0013020038604736328
96010,4.76837158203125e-06,0.011593103408813477,0.010518074035644531
96260,4.291534423828125e-06,0.009242057800292969,0.0011594295501708984
96510,3.814697265625e-06,0.009148836135864258,0.0009386539459228516
96760,4.76837158203125e-06,0.009199857711791992,0.0014717578887939453
97010,3.814697265625e-06,0.009847879409790039,0.0014050006866455078
97260,4.76837158203125e-06,0.009334802627563477,0.0059320926666259766
97510,7.62939453125e-06,0.009894132614135742,0.0003657341003417969
97760,4.0531158447265625e-06,0.009331464767456055,0.008451700210571289
98010,7.152557373046875e-06,0.009464502334594727,0.004483461380004883
98260,6.9141387939453125e-06,0.00963449478149414,0.004811763763427734
98510,3.337860107421875e-06,0.011509895324707031,0.006346225738525391
98760,8.344650268554688e-06,0.009588241577148438,0.0009586811065673828
99010,4.5299530029296875e-06,0.01014089584350586,0.0069158077239990234
99260,7.62939453125e-06,0.00970911979675293,0.009076356887817383
99510,4.5299530029296875e-06,0.009539127349853516,0.0008320808410644531
99760,7.152557373046875e-06,0.009717941284179688,0.010076045989990234
